role,kind,bin,lower_bytes,upper_bytes,objects_count,canonical_bytes,population,snapshot,provenance,status
directory_map_branch,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_branch,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_branch,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_branch,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_leaf,FULL,0..63,0,63,1,44,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_leaf,FULL,64..255,64,255,6006,937396,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_leaf,FULL,256..1023,256,1023,5789,2412056,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_leaf,FULL,1024..4095,1024,4095,1283,2728894,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_leaf,FULL,4096..16383,4096,16383,944,5162217,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_leaf,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_map_leaf,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_state,FULL,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_state,FULL,64..255,64,255,13647,1337406,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_state,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_state,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_state,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_state,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
directory_state,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
extent_leaf,FULL,0..63,0,63,1,44,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
extent_leaf,FULL,64..255,64,255,75085,6911420,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
extent_leaf,FULL,256..1023,256,1023,749,304996,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
extent_leaf,FULL,1024..4095,1024,4095,92,120648,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
extent_leaf,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
extent_leaf,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
extent_leaf,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_record,FULL,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_record,FULL,64..255,64,255,89576,8778448,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_record,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_record,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_record,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_record,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_record,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_branch,FULL,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_branch,FULL,64..255,64,255,3,516,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_branch,FULL,256..1023,256,1023,15,10388,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_branch,FULL,1024..4095,1024,4095,53,133084,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_branch,FULL,4096..16383,4096,16383,92,514384,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_branch,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_branch,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,DELTA,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,DELTA,64..255,64,255,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,DELTA,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,DELTA,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,DELTA,4096..16383,4096,16383,4583,26706676,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,DELTA,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,DELTA,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,FULL,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,FULL,64..255,64,255,1,108,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,FULL,4096..16383,4096,16383,5308,30083984,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
inode_table_leaf,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
metadata_map_leaf,FULL,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
metadata_map_leaf,FULL,64..255,64,255,4,572,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
metadata_map_leaf,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
metadata_map_leaf,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
metadata_map_leaf,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
metadata_map_leaf,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
metadata_map_leaf,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
namespace_root,FULL,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
namespace_root,FULL,64..255,64,255,158,19118,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
namespace_root,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
namespace_root,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
namespace_root,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
namespace_root,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
namespace_root,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,0..63,0,63,5,141,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,64..255,64,255,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_FULL,0..63,0,63,86,3748,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_FULL,64..255,64,255,560,94527,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
